Id,Спальни,Ванные комнаты,Этажи,Площадь дома,Площадь земли,Площадь подвалов,Площадь домов соседей,Площадь земли соседей,Вид,Состояние,Качество,Год постройки,Год ремонта,Дата продажи,Цена продажи
14675,3,1.0,1.5,111,7918,0,126,7918,0.0,5.0,fair,1935.0,0,04.2015,483.0
18863,3,2.25,1.0,199,928,0,191,928,0.0,4.0,fair,1962.0,0,03.2015,334.0
17887,2,1.0,1.0,58,442,0,58,442,0.0,3.0,fair,1941.0,0,11.2014,315.0
21164,3,2.0,1.0,169,661,0,224,661,0.0,3.0,fair,,0,02.2015,465.0
7790,3,1.0,1.0,98,683,0,98,683,0.0,4.0,fair,1959.0,0,09.2014,225.0
2901,3,1.0,1.0,152,1120,0,156,1120,0.0,4.0,fair,1960.0,0,07.2014,385.0
19950,4,2.75,2.0,317,542,0,318,542,,,,2012.0,0,12.2014,920.0
2665,3,2.25,1.0,163,1153,56,169,1153,0.0,5.0,fair,1962.0,0,12.2014,565.0
4722,4,1.5,2.0,164,534,0,90,534,0.0,3.0,fair,1947.0,0,06.2014,545.0
3609,2,1.0,1.0,84,697,0,111,697,0.0,4.0,fair,1961.0,0,08.2014,312.0
7198,3,2.0,2.0,130,4249,0,222,4249,0.0,4.0,fair,1981.0,0,06.2014,507.0
7651,6,4.5,2.0,307,702,0,229,702,,,,1980.0,0,07.2014,631.0
5035,3,2.25,2.0,155,707,0,155,707,0.0,3.0,fair,1990.0,0,01.2015,291.0
2755,3,2.5,2.0,218,414,0,218,414,0.0,3.0,fair,2004.0,0,01.2015,507.0
12061,3,2.5,2.0,197,905,0,231,905,0.0,3.0,fair,1988.0,0,06.2014,657.0
7485,4,2.5,2.0,227,372,0,224,372,0.0,3.0,fair,2009.0,0,05.2014,433.0
7196,2,1.0,1.0,115,511,0,193,511,0.0,3.0,fair,1954.0,0,11.2014,1115.0
7390,4,2.75,2.0,393,2949,0,379,2949,0.0,4.0,fair,1985.0,0,06.2014,1089.0
16339,2,1.0,1.0,77,251,0,96,251,0.0,3.0,fair,1996.0,0,05.2014,216.0
5037,3,1.75,1.0,161,725,44,167,725,0.0,3.0,fair,1976.0,0,10.2014,568.0
16410,4,2.5,2.0,245,390,0,229,390,0.0,3.0,fair,1998.0,0,07.2014,706.0
4080,3,2.5,2.0,203,393,0,236,393,0.0,3.0,fair,2004.0,0,09.2014,557.0
10163,5,2.25,1.0,308,1221,132,262,1221,2.0,4.0,fair,1964.0,0,01.2015,952.0
19509,3,2.0,1.0,169,588,85,172,588,0.0,5.0,fair,1945.0,0,03.2015,898.0
4056,2,1.0,1.0,104,446,33,140,446,0.0,3.0,fair,1926.0,0,12.2014,449.0
14389,4,1.75,1.5,181,1249,0,121,1249,0.0,4.0,fair,1931.0,0,08.2014,415.0
14792,3,1.5,1.0,124,687,0,121,687,0.0,4.0,fair,1966.0,0,05.2015,303.0
2387,3,1.5,1.0,110,650,0,151,650,0.0,4.0,fair,1977.0,0,10.2014,239.0
12723,2,1.0,1.0,119,1161,20,136,1161,0.0,3.0,fair,1951.0,0,12.2014,348.0
13574,4,1.0,1.5,111,613,0,168,613,,,,1908.0,0,01.2015,540.0
18696,4,2.0,1.5,265,418,104,228,418,1.0,3.0,fair,1910.0,0,11.2014,805.0
18021,6,3.0,1.0,235,836,0,175,836,0.0,3.0,fair,1978.0,0,12.2014,1028.0
9739,3,2.5,2.0,164,288,0,164,288,0.0,3.0,fair,1992.0,0,03.2015,600.0
4003,4,1.75,1.0,213,721,0,115,721,0.0,3.0,fair,1936.0,1953,07.2014,306.0
7489,4,2.5,2.0,270,1395,0,267,1395,0.0,3.0,fair,1990.0,0,12.2014,947.0
6783,3,3.0,1.5,375,669,65,321,669,2.0,4.0,fair,,0,03.2015,2787.0
5769,4,3.5,2.0,390,1333,52,348,1333,2.0,3.0,good,1996.0,0,10.2014,1808.0
1454,3,2.25,2.0,164,1110,0,193,1110,,,,1978.0,0,07.2014,619.0
17816,4,2.5,1.0,219,1254,54,258,1254,,,,,0,10.2014,743.0
12187,5,2.75,1.0,256,669,124,229,669,0.0,3.0,fair,1979.0,0,04.2015,594.0
21545,4,2.5,2.0,184,466,0,184,466,0.0,3.0,fair,2007.0,0,12.2014,501.0
8953,4,2.5,2.0,232,784,0,177,784,0.0,4.0,fair,1988.0,0,03.2015,847.0
7530,4,2.0,2.0,113,696,0,113,696,0.0,3.0,fair,1903.0,0,02.2015,1158.0
13804,3,1.0,1.0,126,543,0,116,543,0.0,4.0,fair,1953.0,0,05.2015,313.0
15713,3,2.5,2.0,164,298,0,197,298,0.0,3.0,fair,2005.0,0,04.2015,735.0
20373,5,3.0,2.0,289,415,0,228,415,0.0,3.0,fair,2007.0,0,10.2014,728.0
757,2,2.25,2.0,367,366,97,299,366,4.0,3.0,fair,1991.0,0,01.2015,1623.0
1392,2,1.0,1.0,105,471,0,80,471,0.0,4.0,fair,1955.0,0,02.2015,402.0
11716,3,2.5,2.0,158,650,0,181,650,0.0,3.0,fair,1996.0,0,03.2015,396.0
817,2,2.0,1.0,105,511,0,123,511,0.0,4.0,fair,1941.0,0,05.2015,309.0
11978,6,4.5,2.0,372,697,0,128,697,0.0,3.0,fair,1978.0,0,09.2014,915.0
6305,3,2.5,2.0,186,3292,0,186,3292,0.0,3.0,fair,1968.0,2005,03.2015,532.0
9845,3,2.25,1.0,219,1389,0,253,1389,0.0,4.0,fair,1978.0,0,08.2014,534.0
11764,6,2.25,1.0,274,1041,116,166,1041,0.0,4.0,fair,1970.0,0,03.2015,489.0
7047,3,2.5,1.0,257,819,81,172,819,,,,1980.0,2004,11.2014,483.0
12884,4,2.75,2.0,397,2398,0,359,2398,,,,1996.0,0,11.2014,1994.0
1738,3,1.0,1.5,88,395,0,198,395,0.0,5.0,fair,1948.0,0,06.2014,581.0
18809,3,1.5,1.0,190,557,65,111,557,0.0,3.0,fair,1957.0,0,06.2014,415.0
20775,4,3.5,2.0,316,483,0,295,483,0.0,3.0,fair,2012.0,0,05.2014,817.0
13307,3,2.0,1.0,136,531,0,130,531,,,,1957.0,2014,07.2014,421.0
17857,3,2.25,1.0,184,743,39,219,743,0.0,4.0,fair,1974.0,0,05.2014,365.0
9441,4,3.0,2.0,293,574,0,293,574,0.0,3.0,fair,2001.0,0,09.2014,842.0
11206,4,1.75,1.0,158,725,0,226,725,0.0,4.0,fair,1975.0,0,12.2014,743.0
14091,2,1.0,1.0,65,1254,0,149,1254,0.0,3.0,fair,1920.0,0,07.2014,188.0
18126,3,2.5,1.0,138,744,37,175,744,0.0,3.0,fair,1976.0,0,12.2014,336.0
2945,3,1.75,1.0,159,465,56,85,465,0.0,4.0,fair,1944.0,0,04.2015,635.0
5248,5,2.0,1.0,198,782,64,215,782,,,,1946.0,2000,08.2014,426.0
11607,3,2.5,2.0,207,372,0,122,372,0.0,3.0,fair,1954.0,0,05.2014,494.0
18014,3,1.0,1.0,131,689,33,167,689,0.0,3.0,fair,1969.0,0,02.2015,373.0
1932,5,3.0,1.0,184,359,71,183,359,0.0,3.0,fair,1990.0,0,09.2014,413.0
12592,4,3.0,1.5,291,530,128,193,530,0.0,3.0,fair,1953.0,0,07.2014,831.0
5712,5,2.25,1.0,165,673,42,165,673,0.0,4.0,fair,1976.0,0,09.2014,584.0
12514,2,1.0,1.0,85,380,0,136,380,0.0,4.0,fair,1914.0,0,06.2014,441.0
20760,4,3.0,2.0,410,474,94,408,474,0.0,3.0,fair,2006.0,0,06.2014,947.0
1880,3,2.5,2.0,151,318,0,132,318,0.0,3.0,fair,1999.0,0,04.2015,433.0
16531,4,2.0,2.0,191,284,0,151,284,0.0,3.0,fair,1968.0,0,04.2015,495.0
2778,3,3.5,2.0,211,380,36,164,380,0.0,3.0,fair,1996.0,0,08.2014,693.0
2799,5,1.75,1.0,344,849,172,203,849,0.0,3.0,fair,1957.0,0,12.2014,514.0
8578,4,3.0,2.0,286,892,0,297,892,1.0,3.0,fair,1990.0,0,01.2015,693.0
4272,4,3.75,2.0,184,380,0,137,380,0.0,3.0,fair,2009.0,0,07.2014,1129.0
16791,3,1.75,1.0,137,460,41,102,460,0.0,3.0,fair,1984.0,0,07.2014,569.0
20017,1,0.75,1.0,69,119,0,133,119,0.0,4.0,fair,1928.0,0,09.2014,359.0
5068,3,2.5,2.0,187,222,58,157,222,0.0,3.0,fair,2014.0,0,08.2014,594.0
7772,3,1.0,1.5,106,488,0,106,488,0.0,3.0,fair,1911.0,0,08.2014,407.0
2526,3,2.75,2.0,214,1133,0,159,1133,0.0,3.0,fair,1989.0,0,04.2015,662.0
20363,4,2.5,2.0,300,668,0,274,668,,,,2008.0,0,10.2014,706.0
13505,2,2.0,1.0,127,736,39,127,736,0.0,3.0,fair,1949.0,0,03.2015,724.0
11071,3,1.0,1.0,98,710,0,137,710,0.0,5.0,fair,1966.0,0,11.2014,520.0
7002,4,3.0,1.5,441,2016,0,290,2016,0.0,5.0,good,1976.0,0,12.2014,2694.0
6254,5,3.25,2.0,308,1054,78,216,1054,0.0,4.0,fair,,0,07.2014,506.0
15639,4,2.5,2.0,207,511,0,177,511,0.0,3.0,fair,,0,02.2015,415.0
16765,3,1.75,1.0,138,847,0,124,847,0.0,5.0,fair,1959.0,0,10.2014,384.0
7970,5,3.25,2.0,313,679,114,278,679,0.0,4.0,fair,1988.0,0,10.2014,854.0
1861,2,1.75,2.0,159,393,35,142,393,0.0,3.0,fair,1920.0,1979,06.2014,501.0
243,3,1.0,1.0,121,773,0,117,773,0.0,4.0,fair,1954.0,0,04.2015,278.0
6618,4,2.5,2.0,194,390,0,194,390,0.0,3.0,fair,2007.0,0,03.2015,421.0
18056,4,2.5,2.0,227,533,69,188,533,0.0,4.0,fair,,0,04.2015,1015.0
9213,4,2.5,1.0,180,948,74,178,948,0.0,4.0,fair,1977.0,0,06.2014,390.0
21142,2,1.75,3.0,146,112,0,146,112,0.0,3.0,fair,2007.0,0,08.2014,861.0
20102,4,2.5,2.0,278,561,0,278,561,0.0,3.0,fair,2013.0,0,01.2015,736.0
2964,3,2.75,1.0,263,46931,93,197,46931,3.0,4.0,fair,1962.0,0,11.2014,1237.0
6469,3,1.75,1.0,156,811,41,188,811,0.0,3.0,fair,1978.0,0,05.2015,322.0
6708,4,2.5,2.0,274,418,0,219,418,0.0,3.0,fair,2005.0,0,06.2014,563.0
5113,3,2.5,2.0,151,245,0,151,245,0.0,5.0,fair,1919.0,0,07.2014,991.0
18295,3,1.75,1.0,128,760,0,121,760,0.0,5.0,fair,1942.0,0,07.2014,526.0
18163,5,2.5,1.5,274,511,114,204,511,0.0,5.0,fair,1918.0,0,07.2014,818.0
9921,4,1.0,1.0,142,528,37,143,528,0.0,3.0,fair,1957.0,0,09.2014,402.0
7981,3,1.0,1.0,80,1106,0,154,1106,0.0,4.0,fair,1963.0,0,05.2014,198.0
3923,3,1.5,1.0,137,1250,0,195,1250,0.0,3.0,fair,1959.0,0,09.2014,588.0
4104,3,1.75,1.0,148,1064,0,183,1064,0.0,4.0,fair,1979.0,0,12.2014,516.0
5793,3,2.25,1.0,277,8049,70,277,8049,0.0,3.0,fair,1989.0,0,04.2015,1022.0
10213,4,2.5,2.0,277,1186,0,286,1186,0.0,3.0,fair,1994.0,0,11.2014,804.0
13129,2,1.75,1.0,152,287,68,140,287,0.0,4.0,fair,1925.0,0,07.2014,639.0
3493,2,1.0,1.0,67,19708,0,187,19708,0.0,3.0,fair,1982.0,0,11.2014,185.0
9798,4,1.0,1.0,124,780,0,104,780,0.0,5.0,fair,1966.0,0,04.2015,305.0
2137,3,2.25,1.0,168,1096,53,168,1096,0.0,3.0,fair,,0,09.2014,311.0
6110,4,1.0,1.0,149,946,0,131,946,0.0,4.0,fair,1966.0,0,07.2014,191.0
10144,3,2.0,1.0,157,631,31,162,631,0.0,3.0,fair,1979.0,0,10.2014,303.0
2269,3,1.5,1.0,121,706,0,146,706,0.0,4.0,fair,1963.0,0,02.2015,291.0
927,3,1.5,2.0,222,427,59,157,427,0.0,3.0,fair,1920.0,1995,03.2015,520.0
18029,4,2.75,1.0,211,685,91,163,685,0.0,4.0,fair,1973.0,0,05.2014,617.0
13306,4,2.0,1.5,208,658,0,134,658,0.0,3.0,fair,1944.0,1992,11.2014,489.0
10339,5,2.5,1.0,232,669,94,182,669,0.0,4.0,fair,1977.0,0,06.2014,819.0
11038,3,2.0,1.0,137,1124,0,137,1124,0.0,4.0,fair,1942.0,0,11.2014,309.0
3198,3,1.0,1.0,96,426,0,161,426,0.0,3.0,fair,1967.0,0,01.2015,260.0
12942,4,2.0,1.0,111,786,0,125,786,0.0,5.0,fair,1957.0,0,02.2015,214.0
8101,4,2.0,1.5,165,496,79,177,496,0.0,5.0,fair,1918.0,0,06.2014,390.0
11822,3,2.5,2.0,208,697,0,203,697,0.0,3.0,fair,1985.0,0,04.2015,396.0
8619,1,1.75,1.0,70,1890,19,188,1890,0.0,4.0,fair,,0,06.2014,439.0
978,3,1.0,1.0,119,809,0,132,809,0.0,4.0,fair,1956.0,0,01.2015,267.0
7165,4,2.75,1.5,144,372,0,197,372,0.0,3.0,fair,1930.0,0,06.2014,1034.0
17945,3,2.0,1.0,139,1044,0,147,1044,0.0,3.0,fair,1987.0,0,04.2015,408.0
18509,3,2.25,1.0,223,1147,91,243,1147,0.0,4.0,fair,1968.0,0,02.2015,874.0
20763,4,2.5,2.0,285,598,0,270,598,0.0,3.0,fair,2006.0,0,06.2014,572.0
12722,3,1.5,1.0,123,702,45,112,702,0.0,3.0,fair,1983.0,0,02.2015,402.0
8821,3,2.5,1.0,140,965,45,138,965,0.0,2.0,fair,1976.0,0,06.2014,309.0
13636,4,2.5,2.0,203,459,0,203,459,0.0,3.0,fair,1999.0,0,03.2015,698.0
20899,3,2.25,2.0,138,90,25,138,90,0.0,3.0,fair,2009.0,0,05.2014,386.0
17822,4,2.5,1.0,251,901,96,229,901,0.0,3.0,fair,1978.0,0,04.2015,594.0
10166,4,2.5,1.0,191,646,78,164,646,,,,1974.0,0,03.2015,572.0
3390,2,2.0,1.0,164,669,82,164,669,0.0,5.0,fair,1946.0,0,12.2014,717.0
15886,2,1.0,1.0,104,299,0,134,299,0.0,4.0,fair,1923.0,0,10.2014,619.0
82,2,1.0,1.0,188,624,94,160,624,0.0,3.0,fair,1948.0,0,10.2014,439.0
5220,4,1.0,1.0,119,773,0,122,773,0.0,3.0,fair,1950.0,0,07.2014,296.0
20806,3,2.5,2.0,203,561,0,213,561,0.0,3.0,fair,2009.0,0,04.2015,463.0
1749,2,1.0,1.0,89,757,0,108,757,0.0,3.0,fair,1947.0,0,06.2014,371.0
8070,4,2.5,2.0,281,2787,0,242,2787,0.0,4.0,fair,1981.0,0,08.2014,844.0
12074,3,3.0,2.0,363,1767,0,173,1767,0.0,3.0,good,1985.0,0,06.2014,997.0
14409,4,2.75,1.0,188,657,94,129,657,0.0,5.0,fair,1958.0,0,06.2014,635.0
16610,3,2.0,1.0,216,743,87,146,743,0.0,3.0,fair,1986.0,0,10.2014,334.0
12570,1,0.75,1.0,72,427,0,144,427,0.0,4.0,fair,1910.0,0,10.2014,390.0
7160,5,4.5,2.0,288,674,0,153,674,0.0,3.0,fair,1963.0,2000,02.2015,569.0
15654,4,3.5,3.0,281,510,0,270,510,0.0,3.0,fair,2014.0,0,09.2014,991.0
7413,4,2.0,1.5,272,1193,0,182,1193,0.0,4.0,fair,,0,08.2014,364.0
10522,4,2.25,1.0,192,810,66,203,810,0.0,5.0,fair,1974.0,0,12.2014,799.0
13417,3,2.0,1.0,188,983,0,281,983,0.0,3.0,fair,1994.0,0,05.2015,779.0
17335,7,2.75,1.5,215,223,0,124,223,0.0,3.0,fair,1915.0,0,07.2014,718.0
499,3,2.5,2.0,197,418,0,235,418,0.0,3.0,fair,2000.0,0,11.2014,542.0
13229,3,1.5,1.5,169,535,17,164,535,0.0,3.0,fair,1946.0,0,06.2014,846.0
5501,4,1.0,1.5,184,742,0,161,742,0.0,3.0,fair,1962.0,0,05.2014,427.0
6879,3,2.25,2.0,215,669,0,182,669,,,,1990.0,0,06.2014,405.0
2634,5,3.25,1.0,373,3748,172,246,3748,0.0,5.0,fair,,0,02.2015,731.0
12496,2,1.0,1.0,74,451,0,107,451,0.0,4.0,fair,1944.0,0,05.2014,545.0
2313,2,1.0,1.5,164,513,75,170,513,0.0,4.0,fair,1943.0,0,05.2014,301.0
5737,2,1.0,1.0,104,579,0,124,579,0.0,4.0,fair,1954.0,0,02.2015,402.0
19872,2,3.0,2.0,136,135,30,136,135,0.0,3.0,fair,2007.0,0,03.2015,541.0
9200,3,1.0,1.0,141,725,37,162,725,0.0,4.0,fair,1967.0,0,12.2014,309.0
14021,2,1.0,1.0,121,1059,0,126,1059,0.0,3.0,fair,1961.0,0,12.2014,210.0
8567,3,2.5,2.0,143,719,0,160,719,0.0,4.0,fair,1986.0,0,05.2015,334.0
6431,3,1.0,1.5,107,1059,0,149,1059,0.0,4.0,fair,1950.0,0,03.2015,439.0
17719,3,2.25,1.0,189,910,49,189,910,0.0,4.0,fair,1984.0,0,05.2014,709.0
14742,4,2.5,2.0,233,488,0,239,488,,,,2001.0,0,03.2015,507.0
638,3,2.0,1.0,190,1236,0,203,1236,0.0,3.0,fair,,0,07.2014,389.0
20702,3,2.5,2.0,207,469,0,210,469,0.0,3.0,fair,2006.0,0,05.2015,413.0
12212,4,2.5,2.0,260,465,0,275,465,0.0,3.0,fair,2006.0,0,09.2014,464.0
18310,3,1.0,1.5,143,316,32,139,316,0.0,3.0,fair,1926.0,0,06.2014,656.0
6665,2,1.0,1.0,99,478,19,141,478,0.0,4.0,fair,1908.0,0,01.2015,563.0
16546,3,1.0,1.0,124,932,0,194,932,0.0,3.0,fair,1959.0,0,12.2014,281.0
6951,3,2.25,1.0,242,1376,103,228,1376,2.0,4.0,fair,1956.0,0,08.2014,560.0
2337,4,2.5,2.0,170,679,0,170,679,0.0,3.0,fair,2002.0,0,05.2015,443.0
19383,4,2.0,2.0,245,465,56,124,465,0.0,3.0,fair,1949.0,0,03.2015,929.0
393,4,2.75,2.0,307,1123,0,295,1123,0.0,3.0,fair,1953.0,0,05.2014,1148.0
566,3,1.0,1.5,110,497,0,138,497,0.0,4.0,fair,1959.0,0,12.2014,322.0
19582,2,1.0,1.0,84,503,0,119,503,0.0,3.0,fair,1947.0,0,08.2014,464.0
15634,5,1.75,1.0,147,492,56,149,492,0.0,3.0,fair,1913.0,0,02.2015,328.0
4726,4,2.5,2.0,254,3362,0,252,3362,,,,1986.0,0,06.2014,941.0
4793,3,3.25,2.0,198,214,66,145,214,1.0,5.0,fair,1924.0,0,04.2015,763.0
20557,2,1.75,2.0,120,151,0,131,151,0.0,3.0,fair,2014.0,0,04.2015,320.0
6945,3,1.0,1.5,124,1910,0,125,1910,,,,1959.0,0,05.2014,346.0
18271,2,1.0,1.0,70,602,0,98,602,0.0,3.0,fair,1943.0,0,01.2015,294.0
19743,4,3.75,2.0,383,767,0,347,767,,,,2012.0,0,09.2014,1176.0
7140,3,2.0,2.0,123,996,0,177,996,0.0,3.0,fair,1981.0,0,08.2014,486.0
18702,4,2.5,2.0,227,665,0,228,665,0.0,3.0,fair,1993.0,0,05.2014,480.0
11109,3,1.0,1.0,86,705,10,113,705,,,,1943.0,0,03.2015,247.0
17893,3,2.5,1.0,154,10117,0,189,10117,0.0,4.0,fair,1985.0,0,04.2015,573.0
1277,2,2.5,2.0,244,739,0,214,739,0.0,3.0,fair,2003.0,0,07.2014,929.0
9627,4,2.5,1.0,292,1505,53,235,1505,1.0,3.0,fair,1988.0,0,11.2014,947.0
19247,3,1.0,1.0,111,787,0,111,787,0.0,5.0,fair,1961.0,0,10.2014,221.0
1848,5,4.5,3.0,522,539,85,219,539,3.0,3.0,good,1999.0,0,02.2015,1944.0
16242,4,3.0,1.0,191,849,59,209,849,0.0,3.0,fair,1992.0,0,01.2015,400.0
4405,2,1.5,1.0,135,237,59,135,237,0.0,3.0,fair,1984.0,0,04.2015,557.0
6720,2,1.0,1.0,85,836,0,120,836,0.0,3.0,fair,1923.0,0,05.2015,372.0
11967,2,1.0,1.0,94,574,0,145,574,0.0,3.0,fair,1903.0,0,04.2015,402.0
9734,2,1.0,1.0,96,406,0,176,406,0.0,3.0,fair,1912.0,0,11.2014,507.0
11259,4,2.5,2.0,344,655,0,333,655,0.0,3.0,good,2006.0,0,11.2014,1177.0
4180,3,1.0,1.0,122,1396,0,142,1396,0.0,3.0,fair,1934.0,1984,03.2015,291.0
3519,5,3.75,2.5,496,990,149,363,990,3.0,4.0,fair,1912.0,0,05.2014,2595.0
16589,2,1.5,3.0,96,74,0,95,74,0.0,3.0,fair,2008.0,0,03.2015,403.0
16517,3,1.0,1.0,84,697,0,182,697,0.0,4.0,fair,1972.0,0,05.2014,376.0
16528,3,2.5,2.0,277,1579,0,277,1579,0.0,3.0,fair,1992.0,0,09.2014,898.0
20231,3,2.25,3.0,132,91,0,142,91,0.0,3.0,fair,2006.0,0,07.2014,619.0
16687,4,1.0,1.5,97,411,0,122,411,0.0,3.0,fair,1944.0,0,02.2015,490.0
1468,4,1.5,1.0,129,669,23,151,669,,,,,0,05.2014,495.0
402,2,1.0,1.0,87,465,0,145,465,0.0,4.0,fair,1937.0,0,04.2015,436.0
5519,3,1.0,1.0,108,732,0,149,732,0.0,3.0,fair,1953.0,0,11.2014,353.0
8931,3,2.0,1.0,124,753,0,148,753,0.0,4.0,fair,1969.0,0,06.2014,478.0
10403,4,1.75,1.0,180,1068,79,158,1068,0.0,4.0,fair,1955.0,0,08.2014,520.0
1682,3,1.5,1.0,150,1254,51,143,1254,0.0,3.0,fair,1970.0,0,10.2014,483.0
3386,3,1.5,1.0,158,748,53,271,748,0.0,3.0,fair,1950.0,0,05.2015,1177.0
1820,2,1.0,1.0,110,609,0,99,609,0.0,4.0,fair,1949.0,0,06.2014,340.0
2897,4,2.0,2.0,189,375,37,125,375,0.0,4.0,fair,1925.0,0,03.2015,538.0
8853,3,2.5,2.0,212,1161,0,216,1161,0.0,4.0,fair,1987.0,0,11.2014,693.0
16495,4,2.5,2.0,304,4231,0,248,4231,0.0,3.0,fair,1993.0,0,12.2014,910.0
14510,3,2.5,1.5,200,2388,0,172,2388,0.0,3.0,fair,1980.0,2009,03.2015,470.0
7613,2,1.0,1.0,72,450,0,86,450,,,,1927.0,0,06.2014,340.0
20528,2,2.25,2.0,98,112,11,121,112,0.0,3.0,fair,2006.0,0,07.2014,625.0
8228,2,1.0,1.0,73,478,0,136,478,0.0,4.0,fair,1948.0,0,02.2015,424.0
7563,5,3.0,2.0,260,1403,0,255,1403,0.0,3.0,fair,1996.0,0,06.2014,696.0
2997,4,1.75,2.0,247,327,54,195,327,,,,1917.0,0,10.2014,1110.0
19433,4,3.25,2.0,350,381,98,238,381,,,,1925.0,0,07.2014,1796.0
1772,4,2.5,1.0,294,670,119,192,670,0.0,4.0,fair,1969.0,0,12.2014,579.0
10624,3,2.25,1.5,193,265,49,193,265,0.0,3.0,fair,2003.0,0,10.2014,331.0
21200,3,1.75,3.0,127,185,0,161,185,0.0,3.0,fair,2014.0,0,02.2015,892.0
1462,3,1.0,1.5,101,987,0,128,987,0.0,3.0,fair,1959.0,0,02.2015,173.0
13668,3,2.5,1.0,212,1695,123,288,1695,0.0,3.0,fair,1995.0,0,02.2015,690.0
1775,3,1.0,1.0,94,945,0,110,945,0.0,3.0,fair,1979.0,0,04.2015,371.0
869,5,2.5,1.0,203,766,89,190,766,0.0,4.0,fair,1977.0,0,04.2015,359.0
3231,4,3.25,2.0,465,4573,121,292,4573,0.0,5.0,fair,1978.0,0,10.2014,1195.0
18956,4,1.0,1.5,136,669,0,157,669,0.0,4.0,fair,1955.0,0,12.2014,396.0
3210,3,1.75,1.0,154,534,54,191,534,0.0,4.0,fair,1909.0,0,03.2015,842.0
21193,3,3.25,2.0,144,119,31,144,119,0.0,3.0,fair,2013.0,0,04.2015,706.0
21244,4,2.75,2.0,259,725,0,243,725,0.0,3.0,fair,2013.0,0,07.2014,600.0
17154,2,1.0,1.0,65,678,0,89,678,,,,1953.0,0,07.2014,260.0
1479,4,1.5,2.0,171,936,0,170,936,0.0,3.0,fair,1907.0,0,04.2015,868.0
15769,3,1.0,1.0,97,416,16,161,416,0.0,3.0,fair,,0,08.2014,795.0
7663,5,3.0,1.0,367,884,158,176,884,0.0,3.0,fair,1953.0,2002,12.2014,1573.0
5751,5,3.5,2.0,404,578,77,303,578,2.0,3.0,fair,2007.0,0,10.2014,1424.0
18877,3,1.75,2.0,163,1065,0,199,1065,0.0,4.0,fair,1976.0,0,06.2014,288.0
10893,3,2.5,1.0,117,1103,0,133,1103,0.0,3.0,fair,1975.0,0,11.2014,387.0
9532,4,2.25,2.0,223,1658,0,150,1658,0.0,4.0,fair,1973.0,0,01.2015,340.0
21196,4,3.75,2.0,268,387,60,219,387,0.0,3.0,fair,2013.0,0,01.2015,1362.0
3650,4,2.75,1.0,215,1370,84,191,1370,0.0,3.0,fair,1993.0,0,04.2015,458.0
10167,3,1.0,1.5,136,576,0,212,576,0.0,4.0,fair,1916.0,0,05.2015,960.0
1,3,2.25,2.0,239,673,37,157,673,0.0,3.0,fair,1951.0,1991,12.2014,666.0
16622,3,2.5,2.0,236,713,0,231,713,1.0,4.0,fair,1940.0,2001,05.2014,836.0
20605,4,2.5,2.0,207,460,0,189,460,0.0,3.0,fair,2011.0,0,10.2014,367.0
12147,3,1.75,1.0,154,1068,49,116,1068,0.0,3.0,fair,1979.0,0,04.2015,377.0
5743,4,2.5,2.0,239,730,0,200,730,0.0,3.0,fair,1992.0,0,06.2014,492.0
20865,4,3.5,2.0,308,435,95,172,435,0.0,3.0,fair,2014.0,0,10.2014,1238.0
18354,4,2.0,1.0,158,218,79,149,218,0.0,3.0,fair,1926.0,2014,02.2015,675.0
16985,4,1.75,1.0,204,794,102,180,794,0.0,4.0,fair,1918.0,1982,10.2014,514.0
13135,4,2.5,2.0,228,472,0,250,472,0.0,3.0,fair,2001.0,0,04.2015,687.0
15777,2,2.5,1.0,222,696,0,202,696,0.0,3.0,fair,2007.0,0,11.2014,867.0
17916,3,2.25,1.0,210,1227,0,262,1227,0.0,3.0,fair,1977.0,0,07.2014,836.0
7938,3,2.25,2.0,213,1355,0,154,1355,0.0,3.0,fair,1981.0,0,09.2014,675.0
348,3,2.0,1.0,129,1251,0,160,1251,0.0,4.0,fair,1987.0,0,10.2014,255.0
18298,3,1.75,1.0,172,1567,53,166,1567,0.0,4.0,fair,1980.0,0,09.2014,551.0
11758,5,3.0,1.0,210,605,86,180,605,0.0,3.0,fair,2003.0,0,07.2014,558.0
5817,3,2.5,2.0,258,508,0,244,508,2.0,3.0,fair,2000.0,0,10.2014,960.0
8449,3,1.75,1.0,186,920,48,215,920,2.0,4.0,fair,1957.0,0,06.2014,545.0
15473,4,2.5,1.0,211,859,72,211,859,0.0,5.0,fair,1972.0,0,06.2014,767.0
9365,5,2.0,1.5,198,388,80,159,388,0.0,5.0,fair,1926.0,0,06.2014,761.0
3719,3,1.0,1.0,98,639,0,139,639,0.0,3.0,fair,1954.0,0,05.2014,309.0
5380,5,3.0,1.0,306,1313,132,183,1313,0.0,3.0,fair,2004.0,0,09.2014,861.0
1743,4,2.25,2.0,308,4960,123,300,4960,0.0,4.0,fair,1986.0,0,10.2014,629.0
5881,2,1.5,1.0,120,162,59,173,162,0.0,3.0,fair,1969.0,0,12.2014,332.0
12351,5,3.0,2.0,311,878,109,247,878,0.0,5.0,fair,1912.0,1980,08.2014,1239.0
10348,4,2.5,2.0,366,409,123,166,409,0.0,4.0,fair,1921.0,0,11.2014,1483.0
20183,3,2.25,2.0,131,316,0,164,316,0.0,3.0,fair,2009.0,0,04.2015,322.0
